rainfall_1h,rainfall_24h,wind_speed,road_condition_score,traffic_level,incident_count,incident_severity,route_health_score,elevation,slope,historical_disruptions,distance_to_incident,disruption
4.07,39.35,20.23,90.7,3,0,0,58.8,2161.1,7.5,2,999.0,1
0.24,4.6,5.99,58.9,3,2,3,5.0,825.5,5.0,4,35.5,1
3.09,21.36,9.0,46.4,3,1,2,6.7,2101.5,17.5,2,34.7,1
4.09,40.75,6.97,37.6,2,1,4,5.0,856.1,31.8,1,16.1,0
1.83,15.18,8.57,23.7,1,1,2,5.0,626.1,19.0,4,17.0,0
6.63,35.44,8.06,40.1,4,0,0,22.1,2536.1,31.9,4,999.0,0
0.51,2.08,4.42,69.1,2,0,0,52.6,1036.0,28.3,0,999.0,0
0.35,6.1,14.05,60.0,4,1,2,25.4,1623.4,9.5,1,25.9,0
5.86,37.24,5.3,90.8,3,0,0,52.4,1644.5,36.2,1,999.0,0
3.08,55.38,5.03,49.7,3,0,0,16.9,1523.2,4.2,3,999.0,1
5.25,42.78,2.38,72.0,4,2,2,8.6,2391.0,34.3,2,12.6,1
2.57,29.76,5.86,56.7,3,1,2,17.3,1802.4,13.0,3,7.0,1
1.27,9.43,5.25,58.4,2,0,0,47.6,1139.1,20.0,3,999.0,1
7.69,65.15,1.39,40.1,3,1,2,5.0,2262.8,17.2,1,23.1,0
7.23,36.95,7.4,54.1,4,2,3,5.0,593.6,8.2,3,15.7,0
5.34,74.46,19.69,55.3,2,0,0,27.7,1483.4,14.9,3,999.0,1
1.43,41.94,2.78,73.0,2,0,0,49.9,2478.8,8.9,2,999.0,0
4.01,29.2,8.46,90.5,1,3,3,5.0,1682.2,9.3,1,23.2,0
2.02,41.85,7.28,44.7,4,0,0,33.0,2151.6,8.7,3,999.0,0
0.43,85.69,12.9,23.2,1,0,0,5.0,1751.2,19.6,2,999.0,1
11.22,85.65,13.5,57.2,3,0,0,19.4,2206.5,30.7,2,999.0,1
0.66,32.8,28.55,60.8,2,1,4,5.0,2464.0,22.5,2,13.1,1
13.5,81.71,10.2,32.6,2,0,0,8.7,818.7,34.2,3,999.0,0
2.66,25.92,4.75,77.0,3,0,0,41.9,565.7,24.9,1,999.0,0
0.92,8.31,5.74,93.9,1,0,0,57.4,1335.8,26.8,3,999.0,0
3.51,13.98,6.18,90.9,3,4,4,5.0,1869.6,26.0,1,41.6,1
9.28,149.55,5.41,34.8,3,0,0,5.0,706.6,18.2,5,999.0,1
5.93,24.97,22.63,85.7,4,1,2,25.0,160.0,26.8,3,39.5,0
7.39,70.21,13.1,72.8,2,3,3,5.0,990.2,4.5,0,6.1,1
4.84,61.38,11.81,54.0,4,0,0,17.8,2523.7,33.0,2,999.0,1
5.3,52.62,3.82,60.5,3,3,2,5.0,1852.7,30.0,2,20.8,1
8.51,152.74,13.42,83.7,4,3,3,5.0,1133.2,10.8,1,0.9,1
1.29,9.91,16.94,56.0,2,2,2,5.0,621.8,29.6,1,20.2,0
3.02,23.47,7.37,48.0,3,0,0,39.9,1022.4,2.5,1,999.0,0
1.13,15.56,5.7,57.0,4,1,4,6.1,566.1,9.8,4,30.3,0
19.78,141.04,20.53,63.4,4,1,3,5.0,410.4,4.3,0,42.3,1
12.98,40.44,5.17,34.2,2,4,4,5.0,2371.5,30.1,2,4.3,1
0.18,8.12,4.77,87.6,2,0,0,55.4,2594.2,29.2,4,999.0,0
5.5,59.47,4.19,70.6,2,1,3,5.0,552.1,31.3,2,20.3,1
11.67,65.32,8.19,67.5,2,0,0,35.1,283.6,2.2,2,999.0,1
0.9,12.03,10.18,27.5,2,0,0,31.3,957.8,20.0,2,999.0,0
3.78,32.58,15.56,65.3,2,0,0,38.7,1281.1,27.4,2,999.0,0
11.12,85.84,12.15,29.1,4,2,4,5.0,651.8,7.6,3,1.7,1
0.16,0.77,12.03,25.9,1,0,0,30.4,888.5,25.4,3,999.0,0
5.38,56.75,18.53,59.5,3,1,3,5.0,642.1,5.0,1,39.9,1
1.59,23.72,4.04,50.2,2,4,2,5.0,2046.9,8.5,1,23.4,1
11.62,62.02,2.64,64.2,2,0,0,25.6,1895.8,19.1,2,999.0,1
15.94,67.7,12.53,26.7,1,1,2,5.0,1705.6,25.5,1,7.8,1
12.99,67.0,7.93,52.3,2,0,0,30.4,1098.7,7.3,2,999.0,1
2.89,29.95,15.6,33.1,3,0,0,28.1,2377.2,8.7,0,999.0,1
8.91,52.6,8.44,94.0,4,1,2,22.7,2525.4,9.4,4,19.7,0
8.38,64.89,5.56,62.1,2,3,1,5.0,575.4,10.6,3,41.8,1
1.73,37.73,12.64,71.6,2,1,2,18.5,696.4,10.2,2,23.7,1
7.95,49.01,9.15,44.4,2,1,2,5.0,1437.8,16.2,5,9.0,1
0.17,14.19,8.45,27.1,4,0,0,31.0,373.6,25.5,4,999.0,0
4.08,83.36,31.71,93.2,3,0,0,35.3,1219.3,17.8,2,999.0,1
1.18,30.04,17.68,41.5,3,1,2,7.3,1575.4,29.9,2,28.2,1
0.58,12.96,13.66,51.8,3,0,0,41.8,1429.1,27.9,0,999.0,0
0.36,20.72,9.34,68.7,4,0,0,39.7,960.7,6.6,2,999.0,1
5.36,39.39,8.82,21.9,1,1,4,5.0,1479.0,3.8,0,25.6,0
1.87,17.84,7.0,80.8,2,0,0,40.2,2499.1,33.6,4,999.0,0
5.81,36.42,9.97,60.2,4,0,0,38.6,654.7,4.9,1,999.0,1
0.3,40.54,6.1,40.9,3,1,4,5.0,1754.3,7.3,2,1.6,1
1.7,46.86,3.38,24.6,3,1,1,5.0,256.3,2.8,3,11.7,1
3.49,30.61,8.38,32.2,3,3,2,5.0,312.7,24.6,2,4.6,1
7.04,33.59,10.5,87.1,2,1,2,26.7,1502.0,23.0,5,15.5,0
1.73,13.78,15.62,71.5,3,0,0,55.1,407.1,37.5,1,999.0,0
4.42,116.79,4.79,38.7,3,3,2,5.0,204.7,33.9,0,32.4,1
9.77,130.66,8.87,24.9,2,2,3,5.0,570.2,16.8,3,27.7,1
4.31,39.87,12.09,71.8,3,0,0,41.0,1533.9,15.4,2,999.0,0
1.19,28.44,11.93,62.9,4,0,0,45.3,1873.2,12.7,3,999.0,0
0.11,19.63,21.96,50.3,2,1,2,5.3,646.1,7.5,2,39.9,0
9.18,68.55,7.09,47.3,2,1,2,5.0,1787.2,7.0,0,18.3,1
0.1,1.17,4.49,36.3,2,2,4,5.0,597.1,6.8,2,18.3,0
9.35,41.52,9.26,70.2,3,1,3,14.0,1653.0,6.1,1,18.5,1
3.39,42.42,7.35,92.8,2,1,1,32.9,1159.3,10.7,3,4.9,1
12.59,96.88,6.48,33.2,3,4,3,5.0,1751.8,13.0,4,43.9,1
7.22,58.57,5.88,64.8,4,1,2,7.3,2587.9,36.6,1,6.7,1
27.82,248.36,10.52,51.8,2,0,0,5.0,2447.7,22.8,4,999.0,1
1.94,14.13,5.31,53.5,4,2,2,5.5,160.5,37.6,1,14.7,0
6.56,47.05,13.65,39.1,5,0,0,19.4,2319.3,15.4,6,999.0,1
2.31,29.53,13.26,81.9,1,1,1,24.9,312.9,18.5,3,7.3,1
2.94,31.4,11.13,56.4,2,3,2,5.0,2485.0,13.7,2,2.5,1
4.44,38.68,4.03,60.8,5,1,2,17.8,840.5,8.6,2,13.5,1
9.31,68.78,10.22,42.9,5,1,2,5.0,1086.0,7.2,0,39.1,1
18.63,114.52,16.25,33.6,1,0,0,5.0,374.5,36.0,3,999.0,1
6.58,64.26,14.25,26.4,1,0,0,12.6,425.1,37.5,1,999.0,1
2.43,26.42,13.05,73.6,2,0,0,39.8,1930.5,3.6,2,999.0,0
2.46,17.82,8.78,34.7,5,1,3,5.0,2463.6,7.4,2,44.8,0
6.02,55.38,8.52,71.8,2,1,3,5.0,1646.3,17.2,4,10.8,1
1.23,16.42,17.85,49.3,3,1,1,15.6,1903.8,8.7,0,12.9,0
0.53,19.96,10.42,51.2,4,0,0,38.9,2016.8,15.1,1,999.0,0
1.97,35.5,10.5,55.2,1,0,0,30.2,793.9,6.6,2,999.0,1
1.52,11.26,37.12,47.6,3,2,1,16.8,260.8,18.4,1,23.2,0
1.58,5.86,6.99,27.5,2,0,0,35.8,154.6,11.8,3,999.0,0
1.2,28.54,1.27,43.2,4,1,3,5.0,1009.1,14.7,2,42.0,1
0.19,15.16,7.7,69.8,2,1,1,28.3,741.6,5.4,4,44.2,0
0.08,18.55,8.01,69.9,3,1,4,17.5,302.7,17.4,2,36.8,0
19.8,180.82,10.32,41.5,3,0,0,5.0,589.8,37.4,5,999.0,0
2.51,39.43,11.86,54.5,2,2,3,5.0,455.0,13.8,3,18.5,0
2.18,63.3,1.51,34.5,1,0,0,17.4,2391.5,33.6,3,999.0,1
5.12,39.85,12.01,35.8,2,4,2,5.0,493.7,32.4,2,40.1,1
1.11,16.89,8.33,21.7,2,0,0,27.9,1467.2,36.3,4,999.0,0
13.48,52.92,7.21,87.3,4,0,0,41.0,1603.1,30.4,4,999.0,0
6.95,32.17,2.26,35.8,4,2,1,5.0,1481.5,25.7,2,29.7,0
0.42,14.78,20.08,37.1,2,0,0,35.4,392.7,32.8,7,999.0,0
2.43,17.91,6.42,41.0,3,1,1,18.6,931.1,4.7,3,19.9,1
9.51,68.83,13.16,29.6,3,2,1,5.0,275.6,18.7,5,28.6,1
13.03,61.34,4.74,67.9,4,2,1,5.0,1119.4,37.6,2,17.7,0
2.83,25.91,10.61,25.6,2,4,3,5.0,612.1,29.7,3,16.4,0
4.28,40.18,7.29,30.1,2,0,0,24.6,1526.0,36.6,0,999.0,0
0.82,4.63,12.91,68.4,2,1,1,40.4,1847.4,30.1,3,36.3,0
21.28,115.63,7.12,45.5,3,0,0,5.0,1453.7,33.5,1,999.0,1
1.19,12.98,4.58,73.1,2,0,0,46.9,1213.9,27.4,3,999.0,0
12.87,79.24,8.58,61.8,2,2,2,5.0,1099.0,29.4,1,32.5,0
4.72,34.79,8.3,39.2,1,0,0,34.0,2212.1,20.8,5,999.0,0
4.21,48.92,10.17,68.8,3,1,2,12.1,687.5,35.3,7,12.5,1
3.23,50.23,15.32,28.7,2,1,2,5.0,1948.8,31.7,3,45.0,1
1.18,19.71,3.84,60.2,2,1,1,26.0,2005.8,32.4,2,26.7,1
0.87,6.21,14.85,52.8,2,3,1,5.0,1177.0,26.2,4,30.8,1
1.12,34.41,3.39,40.1,2,0,0,21.6,878.4,13.0,1,999.0,0
0.93,35.54,12.61,65.3,3,1,1,16.3,1302.8,3.3,1,38.1,1
6.81,27.38,12.85,85.4,2,2,3,16.9,378.4,35.7,1,0.9,1
1.94,29.16,6.19,94.9,2,0,0,55.9,262.5,23.1,2,999.0,0
0.27,6.94,4.92,65.6,3,0,0,48.0,423.4,12.7,0,999.0,0
15.65,116.04,4.73,50.4,2,1,2,5.0,608.5,7.4,2,40.3,0
9.69,142.26,9.12,36.9,2,0,0,5.0,1385.2,31.9,0,999.0,1
11.82,53.28,13.36,39.3,4,0,0,23.1,2230.4,32.1,1,999.0,0
23.76,216.12,7.86,56.0,2,2,3,5.0,727.3,31.3,0,16.6,1
0.86,18.9,1.13,47.5,2,1,2,12.3,2441.1,25.2,2,33.3,1
2.27,62.19,5.91,88.5,1,3,2,5.0,2489.5,15.2,2,33.5,0
6.39,48.26,5.76,47.6,2,2,2,5.0,2499.3,12.9,1,27.5,0
5.36,47.32,11.81,48.0,3,1,3,5.0,2202.0,2.3,0,13.5,1
0.75,4.52,12.18,48.8,3,0,0,37.5,1041.4,32.0,2,999.0,0
7.61,48.28,9.57,82.7,3,0,0,32.9,328.1,5.1,7,999.0,0
1.14,9.47,14.87,68.8,2,0,0,58.3,1543.6,24.7,1,999.0,0
1.14,61.77,15.54,66.1,2,2,2,5.0,1518.8,20.1,5,10.0,1
3.46,48.03,6.16,45.1,4,0,0,21.7,2232.4,21.0,2,999.0,1
4.04,60.93,4.66,81.3,4,0,0,36.9,2590.2,35.4,5,999.0,1
3.9,55.98,8.23,22.9,1,1,1,5.0,1395.0,3.1,2,2.7,1
0.43,3.22,9.56,85.3,2,0,0,65.1,995.7,29.8,0,999.0,0
9.45,54.29,5.94,58.5,2,0,0,22.9,605.5,3.9,2,999.0,0
1.39,8.2,42.34,49.9,1,1,2,16.6,161.8,3.4,5,33.9,1
0.62,6.71,19.39,57.3,2,0,0,43.2,1397.3,17.5,2,999.0,1
9.88,78.4,5.56,70.1,1,0,0,32.1,1511.0,4.3,0,999.0,1
14.02,101.62,3.96,21.0,3,0,0,5.0,2171.1,30.4,4,999.0,0
8.92,58.54,5.24,85.4,3,1,2,8.1,1386.2,21.1,5,25.9,1
7.46,35.52,15.71,53.5,1,1,2,8.2,2395.3,3.0,3,5.2,0
4.79,36.86,15.93,45.7,1,0,0,24.7,1688.8,3.5,0,999.0,0
3.6,30.4,19.53,30.4,4,1,3,5.0,2208.8,24.1,3,44.9,1
0.41,57.13,4.55,53.0,2,0,0,33.9,513.3,31.0,3,999.0,0
2.36,28.47,11.78,57.2,3,3,2,5.0,2245.6,17.8,0,27.7,1
2.1,64.49,4.87,50.3,2,0,0,19.3,1804.1,22.0,1,999.0,1
1.35,13.1,22.02,70.9,3,1,3,15.2,567.1,30.8,1,39.9,1
5.78,29.69,4.67,51.6,2,2,2,5.0,614.9,24.0,3,34.1,1
3.08,34.18,3.29,92.1,1,2,3,12.9,2419.9,10.1,2,27.1,0
0.38,8.21,3.79,64.9,2,0,0,45.9,228.9,24.1,5,999.0,0
1.12,12.54,8.61,80.6,2,0,0,54.6,1283.2,24.6,4,999.0,1
5.17,22.45,13.25,28.2,2,1,3,5.0,918.0,28.4,3,20.3,0
0.36,3.84,12.73,49.8,3,0,0,42.4,1779.4,24.4,2,999.0,0
8.57,49.72,3.92,45.3,2,2,2,5.0,2207.1,36.9,0,22.6,1
3.08,21.49,6.65,62.7,1,1,3,8.1,1032.9,9.1,3,31.4,0
2.95,27.44,6.06,84.6,3,1,4,17.7,1195.9,36.2,0,3.6,0
4.04,21.55,3.49,25.9,3,0,0,25.4,2555.7,21.4,0,999.0,0
7.84,56.48,5.96,25.4,5,1,2,5.0,2070.6,26.2,5,15.5,1
1.92,31.29,19.05,83.8,3,1,2,23.3,2348.2,5.6,4,16.1,1
5.1,19.73,3.13,36.0,2,2,3,5.0,1225.0,15.7,2,5.8,1
3.75,24.21,9.97,70.2,3,0,0,44.1,723.5,29.7,1,999.0,0
1.4,40.78,19.3,60.7,4,0,0,34.6,1159.1,27.4,2,999.0,0
9.49,62.72,18.72,82.5,4,0,0,39.6,1904.4,3.4,1,999.0,1
7.18,47.23,22.62,29.4,2,0,0,21.7,418.1,21.7,2,999.0,1
4.83,33.19,10.59,29.7,2,1,2,5.0,812.6,5.2,0,16.9,0
8.55,56.46,11.58,61.8,2,2,1,8.0,264.3,37.9,2,32.7,0
9.09,40.16,6.04,91.0,3,0,0,39.6,1209.3,34.3,1,999.0,0
5.55,58.7,3.07,51.1,3,2,4,5.0,2177.2,2.8,1,26.8,1
8.16,63.98,7.85,44.5,3,0,0,20.4,210.4,32.9,0,999.0,1
5.38,45.66,16.86,65.5,1,0,0,37.8,1804.5,35.1,3,999.0,1
5.13,48.36,1.11,89.8,3,0,0,53.8,2434.6,14.7,1,999.0,0
4.34,31.05,6.23,82.8,4,0,0,38.6,730.5,27.9,2,999.0,1
6.29,37.32,12.28,94.7,2,2,1,18.9,1849.4,17.9,1,35.0,0
0.78,10.63,8.69,21.7,3,0,0,15.9,2539.0,25.6,5,999.0,0
9.57,41.94,18.11,28.5,2,1,3,5.0,2507.6,14.3,1,25.5,1
9.25,53.71,15.84,65.7,4,0,0,34.8,725.6,13.6,4,999.0,1
0.13,9.73,2.76,81.5,4,3,3,7.7,395.8,17.3,1,16.0,0
7.86,29.54,9.16,41.4,3,0,0,30.4,513.3,7.2,0,999.0,0
0.62,29.09,5.05,37.9,3,0,0,33.6,1870.0,31.9,3,999.0,0
1.84,9.1,5.0,79.0,4,0,0,55.7,1928.1,14.6,3,999.0,1
6.12,41.38,2.94,24.2,2,0,0,16.3,1801.9,16.4,2,999.0,1
0.79,13.84,10.16,47.7,2,0,0,30.3,973.4,34.2,3,999.0,0
7.67,44.04,18.34,57.9,3,2,4,5.0,566.0,19.9,2,4.3,1
8.03,41.84,10.74,62.0,2,1,1,9.9,1572.9,21.6,2,33.2,1
3.19,34.97,2.79,74.6,2,1,2,25.6,1335.0,36.4,2,37.6,1
0.03,22.65,8.37,46.6,4,1,2,9.4,1935.6,33.9,4,40.7,0
1.52,39.85,11.98,66.0,3,0,0,43.7,1231.3,8.1,2,999.0,1
4.32,32.69,7.96,63.9,2,0,0,36.5,979.7,19.0,2,999.0,0
17.88,140.82,10.62,61.1,2,4,2,5.0,869.0,37.0,2,34.0,1
4.5,56.56,5.35,68.0,2,2,1,5.0,668.1,15.4,3,7.4,0
1.35,75.25,7.35,39.5,2,2,2,5.0,801.1,15.4,3,7.8,1
4.52,61.83,7.05,26.3,2,2,2,5.0,382.3,9.0,2,3.7,1
3.49,22.26,20.34,28.9,3,0,0,28.3,999.8,6.1,0,999.0,0
6.81,34.12,3.98,36.8,2,0,0,21.7,239.6,28.7,3,999.0,0
0.51,13.62,1.27,57.5,2,0,0,35.7,606.7,29.7,4,999.0,0
6.44,54.0,19.58,83.0,2,0,0,47.4,1979.6,36.9,3,999.0,1
3.51,34.7,9.37,72.6,5,0,0,45.9,947.4,29.8,7,999.0,0
14.83,115.41,3.35,79.2,2,0,0,21.3,1787.2,10.8,4,999.0,1
1.88,41.04,15.01,46.3,1,1,1,18.9,1906.4,3.4,1,9.6,1
4.51,40.9,12.44,50.3,1,2,3,5.0,1573.9,37.5,1,3.1,0
12.1,91.84,22.31,49.5,3,1,3,5.0,2498.8,14.3,1,24.8,1
0.49,10.07,9.85,34.4,3,3,3,5.0,202.5,13.2,2,31.7,1
12.46,79.6,31.76,24.6,2,0,0,5.0,1959.7,34.6,1,999.0,1
5.24,34.52,8.01,64.3,2,0,0,47.8,2499.0,23.1,2,999.0,1
0.32,23.46,12.45,94.2,1,1,4,24.3,2262.6,9.7,5,40.4,0
1.61,12.54,13.57,32.5,3,0,0,30.3,561.3,34.0,5,999.0,0
5.54,38.98,42.95,23.5,3,0,0,22.5,950.7,37.8,3,999.0,1
0.31,46.9,6.4,78.5,1,0,0,39.2,572.5,5.1,2,999.0,0
3.93,17.95,6.26,38.9,1,0,0,36.3,1623.2,33.0,2,999.0,0
1.91,22.42,13.74,82.2,1,1,2,14.3,1894.9,16.1,2,4.0,1
4.36,29.2,3.12,72.8,1,0,0,38.9,926.8,20.9,1,999.0,1
0.21,11.66,5.02,90.9,3,1,4,26.3,1471.8,34.9,2,17.0,1
9.23,59.2,7.86,50.7,2,1,4,5.0,1842.8,37.0,0,33.7,1
16.34,65.54,21.89,69.6,2,0,0,32.7,1182.3,11.4,4,999.0,0
15.61,60.9,13.74,54.9,2,0,0,19.7,2242.3,9.7,0,999.0,0
6.23,45.8,9.13,67.3,5,0,0,45.8,2040.3,4.9,4,999.0,1
0.63,20.13,5.99,53.7,4,0,0,44.1,308.4,22.2,7,999.0,0
